retailer_week,week_beginning,week_ending,last_year_retailer_week,last_year_week_ending,fiscal_week,fiscal_month,fiscal_year,calendar_month_name,calendar_month,calendar_year,quarter,week_offset,dsci_inserted_date,dsci_last_modified_date,dsci_last_loaded_date,dsci_last_pulled_date,fiscal_year_offset,calendar_year_offset,quarter_offset,calendar_month_offset,fiscal_month_offset,next_year_retailer_week,next_year_week_ending
203936,2039-10-01,2039-10-07,203836,2038-10-08,36,9,2039,October,10,2039,3,911,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,70,210,210,204036,2040-10-05
204014,2040-04-28,2040-05-04,203914,2039-05-06,14,4,2040,May,5,2040,2,941,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,73,217,217,204114,2041-05-03
204033,2040-09-08,2040-09-14,203933,2039-09-16,33,8,2040,September,9,2040,3,960,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,74,221,221,204133,2041-09-13
204035,2040-09-22,2040-09-28,203935,2039-09-30,35,8,2040,September,9,2040,3,962,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,74,221,221,204135,2041-09-27
204036,2040-09-29,2040-10-05,203936,2039-10-07,36,9,2040,October,10,2040,3,963,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,74,222,222,204136,2041-10-04
204103,2041-02-09,2041-02-15,204003,2040-02-17,3,1,2041,February,2,2041,1,982,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,76,226,226,204202,2042-02-14
204105,2041-02-23,2041-03-01,204005,2040-03-02,5,2,2041,March,3,2041,1,984,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,76,227,227,204204,2042-02-28
204115,2041-05-04,2041-05-10,204015,2040-05-11,15,4,2041,May,5,2041,2,994,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,77,229,229,204214,2042-05-09
204118,2041-05-25,2041-05-31,204018,2040-06-01,18,5,2041,May,5,2041,2,997,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,77,229,230,204217,2042-05-30
204125,2041-07-13,2041-07-19,204025,2040-07-20,25,6,2041,July,7,2041,2,1004,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,77,231,231,204224,2042-07-18
204139,2041-10-19,2041-10-25,204039,2040-10-26,39,9,2041,October,10,2041,3,1018,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,78,234,234,204238,2042-10-24
204147,2041-12-14,2041-12-20,204047,2040-12-21,47,11,2041,December,12,2041,4,1026,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,79,236,236,204246,2042-12-19
204153,2042-01-25,2042-01-31,204101,2041-02-01,53,12,2041,January,1,2042,4,1032,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,20,79,237,237,204252,2043-01-30
204219,2042-06-07,2042-06-13,204120,2041-06-14,19,5,2042,June,6,2042,2,1051,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,81,242,242,204319,2043-06-12
204227,2042-08-02,2042-08-08,204128,2041-08-09,27,7,2042,August,8,2042,3,1059,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,82,244,244,204327,2043-08-07
204237,2042-10-11,2042-10-17,204138,2041-10-18,37,9,2042,October,10,2042,3,1069,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,82,246,246,204337,2043-10-16
204241,2042-11-08,2042-11-14,204142,2041-11-15,41,10,2042,November,11,2042,4,1073,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,83,247,247,204341,2043-11-13
204244,2042-11-29,2042-12-05,204145,2041-12-06,44,11,2042,December,12,2042,4,1076,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,83,248,248,204344,2043-12-04
204247,2042-12-20,2042-12-26,204148,2041-12-27,47,11,2042,December,12,2042,4,1079,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,83,248,248,204347,2043-12-25
204252,2043-01-24,2043-01-30,204153,2042-01-31,52,12,2042,January,1,2043,4,1084,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,21,83,249,249,204352,2044-01-29
204303,2043-02-14,2043-02-20,204203,2042-02-21,3,1,2043,February,2,2043,1,1087,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,84,250,250,204403,2044-02-19
204304,2043-02-21,2043-02-27,204204,2042-02-28,4,1,2043,February,2,2043,1,1088,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,84,250,250,204404,2044-02-26
204312,2043-04-18,2043-04-24,204212,2042-04-25,12,3,2043,April,4,2043,1,1096,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,84,252,252,204412,2044-04-22
204332,2043-09-05,2043-09-11,204232,2042-09-12,32,8,2043,September,9,2043,3,1116,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,86,257,257,204432,2044-09-09
204350,2044-01-09,2044-01-15,204250,2043-01-16,50,12,2043,January,1,2044,4,1134,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,22,87,261,261,204450,2045-01-13
204416,2044-05-14,2044-05-20,204316,2043-05-22,16,4,2044,May,5,2044,2,1152,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,89,265,265,204516,2045-05-19
204428,2044-08-06,2044-08-12,204328,2043-08-14,28,7,2044,August,8,2044,3,1164,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,90,268,268,204528,2045-08-11
204509,2045-03-25,2045-03-31,204409,2044-04-01,9,2,2045,March,3,2045,1,1197,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,92,275,275,,
204531,2045-08-26,2045-09-01,204431,2044-09-02,31,8,2045,September,9,2045,3,1219,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,94,281,281,,
204538,2045-10-14,2045-10-20,204438,2044-10-21,38,9,2045,October,10,2045,3,1226,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,94,282,282,,
204542,2045-11-11,2045-11-17,204442,2044-11-18,42,10,2045,November,11,2045,4,1230,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,95,283,283,,
204545,2045-12-02,2045-12-08,204445,2044-12-09,45,11,2045,December,12,2045,4,1233,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,95,284,284,,
202220,2022-06-11,2022-06-17,202120,2021-06-18,20,5,2022,June,6,2022,2,8,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,0,0,1,2,2,202320,2023-06-16
202221,2022-06-18,2022-06-24,202121,2021-06-25,21,5,2022,June,6,2022,2,9,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,0,0,1,2,2,202321,2023-06-23
202245,2022-12-03,2022-12-09,202145,2021-12-10,45,11,2022,December,12,2022,4,33,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,0,0,3,8,8,202345,2023-12-08
202302,2023-02-04,2023-02-10,202202,2022-02-11,2,1,2023,February,2,2023,1,42,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,4,10,10,202402,2024-02-09
202304,2023-02-18,2023-02-24,202204,2022-02-25,4,1,2023,February,2,2023,1,44,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,4,10,10,202404,2024-02-23
202307,2023-03-11,2023-03-17,202207,2022-03-18,7,2,2023,March,3,2023,1,47,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,4,11,11,202407,2024-03-15
202311,2023-04-08,2023-04-14,202211,2022-04-15,11,3,2023,April,4,2023,1,51,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,4,12,12,202411,2024-04-12
202314,2023-04-29,2023-05-05,202214,2022-05-06,14,4,2023,May,5,2023,2,54,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,5,13,13,202414,2024-05-03
202324,2023-07-08,2023-07-14,202224,2022-07-15,24,6,2023,July,7,2023,2,64,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,5,15,15,202424,2024-07-12
202352,2024-01-20,2024-01-26,202252,2023-01-27,52,12,2023,January,1,2024,4,92,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,2,7,21,21,202452,2025-01-24
202404,2024-02-17,2024-02-23,202304,2023-02-24,4,1,2024,February,2,2024,1,96,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,8,22,22,202503,2025-02-21
202406,2024-03-02,2024-03-08,202306,2023-03-10,6,2,2024,March,3,2024,1,98,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,8,23,23,202505,2025-03-07
202414,2024-04-27,2024-05-03,202314,2023-05-05,14,4,2024,May,5,2024,2,106,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,9,25,25,202513,2025-05-02
202415,2024-05-04,2024-05-10,202315,2023-05-12,15,4,2024,May,5,2024,2,107,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,9,25,25,202514,2025-05-09
202440,2024-10-26,2024-11-01,202340,2023-11-03,40,10,2024,November,11,2024,4,132,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,11,31,31,202539,2025-10-31
202451,2025-01-11,2025-01-17,202351,2024-01-19,51,12,2024,January,1,2025,4,143,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,3,11,33,33,202550,2026-01-16
202453,2025-01-25,2025-01-31,202401,2024-02-02,53,12,2024,January,1,2025,4,145,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,3,11,33,33,202552,2026-01-30
202512,2025-04-19,2025-04-25,202413,2024-04-26,12,3,2025,April,4,2025,1,157,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,12,36,36,202612,2026-04-24
202515,2025-05-10,2025-05-16,202416,2024-05-17,15,4,2025,May,5,2025,2,160,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,13,37,37,202615,2026-05-15
202517,2025-05-24,2025-05-30,202418,2024-05-31,17,4,2025,May,5,2025,2,162,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,13,37,37,202617,2026-05-29
202552,2026-01-24,2026-01-30,202453,2025-01-31,52,12,2025,January,1,2026,4,197,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,4,15,45,45,202652,2027-01-29
202601,2026-01-31,2026-02-06,202501,2025-02-07,1,1,2026,February,2,2026,1,198,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,4,4,16,46,46,202701,2027-02-05
202614,2026-05-02,2026-05-08,202514,2025-05-09,14,4,2026,May,5,2026,2,211,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,4,4,17,49,49,202714,2027-05-07
202630,2026-08-22,2026-08-28,202530,2025-08-29,30,7,2026,August,8,2026,3,227,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,4,4,18,52,52,202730,2027-08-27
202647,2026-12-19,2026-12-25,202547,2025-12-26,47,11,2026,December,12,2026,4,244,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,4,4,19,56,56,202747,2027-12-24
202717,2027-05-22,2027-05-28,202617,2026-05-29,17,4,2027,May,5,2027,2,266,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,21,61,61,202817,2028-05-26
202733,2027-09-11,2027-09-17,202633,2026-09-18,33,8,2027,September,9,2027,3,282,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,22,65,65,202833,2028-09-15
202738,2027-10-16,2027-10-22,202638,2026-10-23,38,9,2027,October,10,2027,3,287,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,22,66,66,202838,2028-10-20
202751,2028-01-15,2028-01-21,202651,2027-01-22,51,12,2027,January,1,2028,4,300,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,6,23,69,69,202851,2029-01-19
202804,2028-02-19,2028-02-25,202704,2027-02-26,4,1,2028,February,2,2028,1,305,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,24,70,70,202904,2029-02-23
202818,2028-05-27,2028-06-02,202718,2027-06-04,18,5,2028,June,6,2028,2,319,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,25,74,74,202918,2029-06-01
202832,2028-09-02,2028-09-08,202732,2027-09-10,32,8,2028,September,9,2028,3,333,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,26,77,77,202932,2029-09-07
202842,2028-11-11,2028-11-17,202742,2027-11-19,42,10,2028,November,11,2028,4,343,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,27,79,79,202942,2029-11-16
202848,2028-12-23,2028-12-29,202748,2027-12-31,48,11,2028,December,12,2028,4,349,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,27,80,80,202948,2029-12-28
202928,2029-08-04,2029-08-10,202828,2028-08-11,28,7,2029,August,8,2029,3,381,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,30,88,88,203028,2030-08-09
202932,2029-09-01,2029-09-07,202832,2028-09-08,32,8,2029,September,9,2029,3,385,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,30,89,89,203032,2030-09-06
202935,2029-09-22,2029-09-28,202835,2028-09-29,35,8,2029,September,9,2029,3,388,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,30,89,89,203035,2030-09-27
202949,2029-12-29,2030-01-04,202849,2029-01-05,49,12,2029,January,12,2029,4,402,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,31,92,93,203049,2031-01-03
203036,2030-09-28,2030-10-04,202936,2029-10-05,36,9,2030,October,10,2030,3,441,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,34,102,102,203135,2031-10-03
203038,2030-10-12,2030-10-18,202938,2029-10-19,38,9,2030,October,10,2030,3,443,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,34,102,102,203137,2031-10-17
203139,2031-10-25,2031-10-31,203040,2030-11-01,39,9,2031,October,10,2031,3,497,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,38,114,114,203239,2032-10-29
203146,2031-12-13,2031-12-19,203047,2030-12-20,46,11,2031,December,12,2031,4,504,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,39,116,116,203246,2032-12-17
203240,2032-10-30,2032-11-05,203140,2031-11-07,40,10,2032,November,11,2032,4,550,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,43,127,127,203340,2033-11-04
203246,2032-12-11,2032-12-17,203146,2031-12-19,46,11,2032,December,12,2032,4,556,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,43,128,128,203346,2033-12-16
203315,2033-05-07,2033-05-13,203215,2032-05-14,15,4,2033,May,5,2033,2,577,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,45,133,133,203415,2034-05-12
203319,2033-06-04,2033-06-10,203219,2032-06-11,19,5,2033,June,6,2033,2,581,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,45,134,134,203419,2034-06-09
203334,2033-09-17,2033-09-23,203234,2032-09-24,34,8,2033,September,9,2033,3,596,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,46,137,137,203434,2034-09-22
203349,2033-12-31,2034-01-06,203249,2033-01-07,49,12,2033,January,12,2033,4,611,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,47,140,141,203449,2035-01-05
203351,2034-01-14,2034-01-20,203251,2033-01-21,51,12,2033,January,1,2034,4,613,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,12,47,141,141,203451,2035-01-19
203408,2034-03-18,2034-03-24,203308,2033-03-25,8,2,2034,March,3,2034,1,622,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,48,143,143,203508,2035-03-23
203431,2034-08-26,2034-09-01,203331,2033-09-02,31,8,2034,September,9,2034,3,645,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,50,149,149,203531,2035-08-31
203440,2034-10-28,2034-11-03,203340,2033-11-04,40,10,2034,November,11,2034,4,654,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,51,151,151,203540,2035-11-02
203442,2034-11-11,2034-11-17,203342,2033-11-18,42,10,2034,November,11,2034,4,656,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,51,151,151,203542,2035-11-16
203446,2034-12-09,2034-12-15,203346,2033-12-16,46,11,2034,December,12,2034,4,660,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,51,152,152,203546,2035-12-14
203520,2035-06-09,2035-06-15,203420,2034-06-16,20,5,2035,June,6,2035,2,686,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,53,158,158,203620,2036-06-13
203532,2035-09-01,2035-09-07,203432,2034-09-08,32,8,2035,September,9,2035,3,698,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,54,161,161,203632,2036-09-05
203541,2035-11-03,2035-11-09,203441,2034-11-10,41,10,2035,November,11,2035,4,707,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,55,163,163,203641,2036-11-07
203610,2036-03-29,2036-04-04,203510,2035-04-06,10,3,2036,April,4,2036,1,728,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,56,168,168,203709,2037-04-03
203611,2036-04-05,2036-04-11,203511,2035-04-13,11,3,2036,April,4,2036,1,729,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,56,168,168,203710,2037-04-10
203620,2036-06-07,2036-06-13,203520,2035-06-15,20,5,2036,June,6,2036,2,738,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,57,170,170,203719,2037-06-12
203626,2036-07-19,2036-07-25,203526,2035-07-27,26,6,2036,July,7,2036,2,744,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,57,171,171,203725,2037-07-24
203636,2036-09-27,2036-10-03,203536,2035-10-05,36,9,2036,October,10,2036,3,754,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,58,174,174,203735,2037-10-02
203646,2036-12-06,2036-12-12,203546,2035-12-14,46,11,2036,December,12,2036,4,764,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,59,176,176,203745,2037-12-11
203704,2037-02-21,2037-02-27,203605,2036-02-29,4,1,2037,February,2,2037,1,775,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,60,178,178,203804,2038-02-26
203713,2037-04-25,2037-05-01,203614,2036-05-02,13,3,2037,May,5,2037,1,784,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,60,181,180,203813,2038-04-30
203745,2037-12-05,2037-12-11,203646,2036-12-12,45,11,2037,December,12,2037,4,816,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,63,188,188,203845,2038-12-10
203807,2038-03-13,2038-03-19,203707,2037-03-20,7,2,2038,March,3,2038,1,830,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,64,191,191,203907,2039-03-18
203817,2038-05-22,2038-05-28,203717,2037-05-29,17,4,2038,May,5,2038,2,840,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,65,193,193,203917,2039-05-27
203822,2038-06-26,2038-07-02,203722,2037-07-03,22,5,2038,July,7,2038,2,845,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,65,195,194,203922,2039-07-01
203825,2038-07-17,2038-07-23,203725,2037-07-24,25,6,2038,July,7,2038,2,848,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,65,195,195,203925,2039-07-22
203902,2039-02-05,2039-02-11,203802,2038-02-12,2,1,2039,February,2,2039,1,877,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,68,202,202,204002,2040-02-10
203903,2039-02-12,2039-02-18,203803,2038-02-19,3,1,2039,February,2,2039,1,878,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,68,202,202,204003,2040-02-17
203907,2039-03-12,2039-03-18,203807,2038-03-19,7,2,2039,March,3,2039,1,882,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,68,203,203,204007,2040-03-16
203918,2039-05-28,2039-06-03,203818,2038-06-04,18,5,2039,June,6,2039,2,893,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,69,206,206,204018,2040-06-01
203923,2039-07-02,2039-07-08,203823,2038-07-09,23,6,2039,July,7,2039,2,898,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,69,207,207,204023,2040-07-06
